"tract","Name","Household_Income_at_Age_35_rP_gP_pall","Incarceration_Rate_rP_gP_pall","Teenage_Birth_Rate_women_only_rP_gP_pall","Individual_Income_Excluding_Spouse_at_Age_35_rP_gP_pall","Fraction_Married_at_Age_35_rP_gP_pall","Spouse's_Income_at_Age_35_rP_gP_pall","Employment_Rate_at_Age_35_rP_gP_pall","High_School_Graduation_Rate_rP_gP_pall","College_Graduation_Rate_rP_gP_pall","Hours_Worked_Per_Week_at_Age_35_rP_gP_pall","Hourly_Wage_$/hour_at_Age_35_rP_gP_pall","Frac._in_Top_20%_Based_on_Household_Income_rP_gP_pall","Frac._In_Top_1%_Based_on_Household_Income_rP_gP_pall","Frac._in_Top_20%_Based_on_Indiv_Income_rP_gP_pall","Frac._In_Top_1%_Based_on_Indiv._Income_rP_gP_pall","%_Staying_in_Same_Commuting_Zone_as_Adults_rP_gP_pall","%_Staying_in_Same_Tract_as_Adults_rP_gP_pall","Household_Income_Stayed_in_Commuting_Zone_rP_gP_pall","Individual_Income_Stayed_in_Commuting_Zone_rP_gP_pall","Household_Income_for_U.S._Natives_rP_gP_pall","Household_Income_for_Immigrants_rP_gP_pall","Individual_Income_for_U.S._Natives_rP_gP_pall","Individual_Income_for_Immigrants_rP_gP_pall","Number_of_Children_rP_gP_pall"
6037124400,"North Hollywood, Los Angeles, CA",49499,0.0022,,33970,0.4961,41551,0.6979,,,,,0.2831,,0.3094,,0.7454,0.2387,50409,36130,,,,,1053
6037124500,"Van Nuys, Los Angeles, CA",48721,0.0095,,33440,0.4324,45036,0.7144,,,,,0.3014,,0.3147,,0.7714,0.1862,51758,35278,,,,,641
6037124600,"Sherman Oaks, Los Angeles, CA",50553,0,,36640,0.4232,41253,0.7515,,,,,0.2913,,0.3399,,0.7016,0.1379,46852,34335,,,,,544
6037124700,"Van Nuys, Los Angeles, CA",57393,0.002,,38960,0.4393,54182,0.7548,,,,,0.3643,,0.399,,0.7078,0.1914,53874,38041,,,,,814
6037124902,"North Hollywood, Los Angeles, CA",35964,0,,27690,0.3101,33643,0.6914,,,,,0.1638,,0.2465,,0.7888,0.2223,34598,25504,,,,,448
6037124903,"Valley Village, Los Angeles, CA",38098,0.0002,,28888,0.3456,41991,0.7357,,,,,0.1753,,0.233,,0.7322,0.1784,37331,27591,,,,,529
6037125100,"Valley Village, Los Angeles, CA",41704,0.0015,,29367,0.3818,43918,0.6901,,,,,0.2275,,0.2253,,0.721,0.1972,40389,28781,,,,,927
6037125200,"North Hollywood, Los Angeles, CA",41804,0.0107,,31726,0.3629,38879,0.7759,,,,,0.2005,,0.2505,,0.7172,0.1715,43933,34311,,,,,656
6037125310,"North Hollywood, Los Angeles, CA",34678,0.0175,,25077,0.3315,37768,0.7101,,,,,0.1366,,0.136,,0.7605,0.2646,36056,28570,,,,,1077
6037125320,"North Hollywood, Los Angeles, CA",29719,0.0179,,25399,0.2511,30815,0.7436,,,,,0.0776,,0.1288,,0.8004,0.2012,31356,26920,,,,,1252
6037125401,"North Hollywood, Los Angeles, CA",32745,0.038,,24570,0.3088,40155,0.6922,,,,,0.1254,,0.151,,0.7776,0.1261,32856,24156,,,,,593
6037125402,"North Hollywood, Los Angeles, CA",40549,0.0054,,29649,0.3388,45229,0.7338,,,,,0.1924,,0.2309,,0.7789,0.1898,40404,30056,,,,,523
6037125501,"North Hollywood, Los Angeles, CA",39322,0.0074,,29873,0.3254,38485,0.7324,,,,,0.1897,,0.2376,,0.814,0.2209,43696,33556,,,,,462
6037125502,"North Hollywood, Los Angeles, CA",45302,0.0029,,35006,0.3114,37176,0.7516,,,,,0.2496,,0.3346,,0.7446,0.2579,44001,35117,,,,,462
6037125600,"North Hollywood, Los Angeles, CA",51234,0,,37536,0.3721,52228,0.7972,,,,,0.3252,,0.3264,,0.7305,0.1346,50723,37853,,,,,369
6037127102,"Van Nuys, Los Angeles, CA",31940,0.0108,,24046,0.3101,35623,0.6729,,,,,0.0978,,0.1387,,0.7735,0.2073,33826,25475,,,,,1659
6037127103,"Van Nuys, Los Angeles, CA",31319,0.0021,,22978,0.3282,35816,0.6845,,,,,0.0851,,0.1057,,0.8479,0.2215,33803,25101,,,,,990
6037127104,"Van Nuys, Los Angeles, CA",40781,0.0082,,30100,0.3774,38513,0.7442,,,,,0.1691,,0.1914,,0.7942,0.2144,42488,31787,,,,,1203
6037127210,"Van Nuys, Los Angeles, CA",38960,0.0178,,30020,0.3523,36354,0.7353,,,,,0.1529,,0.2022,,0.8104,0.2511,38575,30224,,,,,1473
6037127220,"Van Nuys, Los Angeles, CA",33463,0.0082,,27199,0.3169,30669,0.7117,,,,,0.1178,,0.1674,,0.8593,0.2837,35713,29275,,,,,1576
6037127300,"Van Nuys, Los Angeles, CA",36221,0.0085,,27281,0.3267,36996,0.7085,,,,,0.1486,,0.1854,,0.7925,0.2574,37023,28471,,,,,1104
6037127400,"Van Nuys, Los Angeles, CA",33027,0.0091,,25219,0.325,37887,0.7194,,,,,0.098,,0.1468,,0.8021,0.2368,33753,26579,,,,,1767
6037127520,"Van Nuys, Los Angeles, CA",26078,0.0147,,20087,0.2741,32200,0.6808,,,,,0.0437,,0.081,,0.8262,0.1731,29347,23322,,,,,1300
6037127603,"Lake Balboa, Los Angeles, CA",38177,0.0075,,28719,0.4149,33521,0.7185,,,,,0.1543,,0.1485,,0.7901,0.2414,38241,29751,,,,,939
6037127604,"Van Nuys, Los Angeles, CA",37325,0.0183,,28403,0.3378,41892,0.7298,,,,,0.1789,,0.2181,,0.7573,0.1788,39380,30525,,,,,940
6037127605,"Lake Balboa, Los Angeles, CA",33940,0.0028,,26339,0.3058,37021,0.6928,,,,,0.1449,,0.1694,,0.8179,0.2033,35993,28127,,,,,1133
6037127606,"Van Nuys, Los Angeles, CA",38442,0.0058,,28570,0.3506,35595,0.7433,,,,,0.1461,,0.1623,,0.7853,0.21,39682,30258,,,,,1022
6037127711,"Van Nuys, Los Angeles, CA",37714,0.0124,,28339,0.3407,36701,0.7612,,,,,0.1706,,0.168,,0.8004,0.166,39818,29638,,,,,952
6037127712,"Van Nuys, Los Angeles, CA",33222,0.0207,,23465,0.327,40254,0.622,,,,,0.115,,0.1516,,0.8237,0.2258,34480,25596,,,,,849
6037127803,"Van Nuys, Los Angeles, CA",32257,0.0079,,23446,0.3093,36361,0.6633,,,,,0.1187,,0.154,,0.7908,0.2692,35232,25854,,,,,1057
6037127804,"Van Nuys, Los Angeles, CA",35966,0.0059,,27321,0.3046,40672,0.7123,,,,,0.1656,,0.1715,,0.8076,0.2532,36246,28125,,,,,1029
6037127805,"Van Nuys, Los Angeles, CA",33328,0.0083,,25021,0.3417,37111,0.7324,,,,,0.1585,,0.1369,,0.7685,0.2172,32574,25481,,,,,972
6037127806,"Van Nuys, Los Angeles, CA",37846,0.012,,28543,0.4029,28950,0.734,,,,,0.1622,,0.1661,,0.8156,0.2361,38883,29255,,,,,890
6037127910,"Van Nuys, Los Angeles, CA",36249,0.0082,,26516,0.3737,36687,0.7034,,,,,0.1511,,0.1647,,0.7817,0.2153,36801,27452,,,,,1575
6037127920,"Van Nuys, Los Angeles, CA",37420,0.0187,,29047,0.3237,35295,0.7534,,,,,0.1412,,0.1808,,0.8137,0.2584,37404,29522,,,,,1203
6037128101,"Van Nuys, Los Angeles, CA",38078,0.0005,,27096,0.3757,36722,0.7006,,,,,0.1532,,0.1927,,0.8366,0.2802,36371,26686,,,,,1078
6037128102,"Van Nuys, Los Angeles, CA",37222,0.0031,,28558,0.3382,39444,0.743,,,,,0.1504,,0.1925,,0.8157,0.209,38955,30198,,,,,1383
6037128210,"Van Nuys, Los Angeles, CA",28482,0.0201,,22371,0.2686,34016,0.6635,,,,,0.056,,0.1061,,0.8306,0.209,31085,24942,,,,,1783
6037128220,"Van Nuys, Los Angeles, CA",38652,0.0038,,25776,0.3875,43286,0.6498,,,,,0.1877,,0.202,,0.8704,0.2712,38382,25703,,,,,814
6037128302,"Van Nuys, Los Angeles, CA",35656,0.0197,,27110,0.3535,36658,0.7249,,,,,0.1174,,0.1669,,0.8001,0.263,38004,29738,,,,,1540
6037128303,"Van Nuys, Los Angeles, CA",31584,0.0203,,23824,0.3308,35476,0.7241,,,,,0.0893,,0.1311,,0.7735,0.2195,33030,25977,,,,,1427
6037128400,"Van Nuys, Los Angeles, CA",40853,0.0078,,30497,0.3813,40689,0.7218,,,,,0.1783,,0.2203,,0.7846,0.2449,41920,30587,,,,,910
6037128500,"Sherman Oaks, Los Angeles, CA",41561,0.011,,29528,0.3616,46716,0.7312,,,,,0.2174,,0.2238,,0.8078,0.2071,41529,30233,,,,,742
6037128601,"Van Nuys, Los Angeles, CA",34628,0.0099,,25795,0.3346,38965,0.6795,,,,,0.1344,,0.1639,,0.8062,0.2045,35845,26992,,,,,986
6037128602,"Van Nuys, Los Angeles, CA",47478,0.0082,,32258,0.4014,45584,0.7546,,,,,0.2872,,0.2812,,0.7685,0.205,48910,32900,,,,,794
6037128702,"Sherman Oaks, Los Angeles, CA",46659,0.0099,,32807,0.4425,41426,0.7286,,,,,0.2562,,0.2997,,0.7336,0.1801,46119,33173,,,,,826
6037128801,"Sherman Oaks, Los Angeles, CA",46451,0.0132,,35248,0.3182,36865,0.8121,,,,,0.256,,0.3015,,0.7202,0.2029,46021,34765,,,,,461
6037128802,"Sherman Oaks, Los Angeles, CA",39380,0.0161,,30281,0.3459,39616,0.7373,,,,,0.1846,,0.2209,,0.7948,0.233,38260,29398,,,,,604
6037128910,"Sherman Oaks, Los Angeles, CA",48539,0.0065,,34765,0.4083,44118,0.7385,,,,,0.3204,,0.3579,,0.8023,0.253,50153,36850,,,,,663
6037131010,"Reseda, Los Angeles, CA",37587,0.013,,27667,0.3548,39782,0.6979,,,,,0.172,,0.205,,0.7703,0.2417,38368,28739,,,,,1787
6037131020,"Reseda, Los Angeles, CA",37748,0.0215,,27671,0.3646,37772,0.7111,,,,,0.1448,,0.1724,,0.7656,0.2725,37499,28966,,,,,1546
6037131100,"Lake Balboa, Los Angeles, CA",41205,0.001,,29978,0.3557,37607,0.739,,,,,0.1822,,0.2394,,0.7625,0.2559,42561,31522,,,,,790
6037131200,"Northridge, Los Angeles, CA",44145,0.0163,,31423,0.3945,43533,0.7304,,,,,0.2358,,0.2294,,0.7521,0.285,43166,32391,,,,,796
6037131300,"Reseda, Los Angeles, CA",42290,0.0079,,31180,0.3936,38425,0.7633,,,,,0.169,,0.209,,0.8057,0.2648,41721,31365,,,,,1323
6037131400,"Reseda, Los Angeles, CA",41152,0.0109,,32021,0.3262,39614,0.7562,,,,,0.1881,,0.2619,,0.7805,0.2615,39637,32016,,,,,1327
6037131600,"Reseda, Los Angeles, CA",40983,0.0013,,29495,0.3894,39936,0.7319,,,,,0.1854,,0.2291,,0.7675,0.2987,42397,31905,,,,,1312
6037131701,"Reseda, Los Angeles, CA",46773,0.012,,33348,0.4335,43787,0.7458,,,,,0.2744,,0.2885,,0.7793,0.2288,45877,33461,,,,,1032
6037131702,"Reseda, Los Angeles, CA",40670,0.0014,,31485,0.3719,32229,0.7428,,,,,0.1642,,0.2307,,0.802,0.3024,42255,33243,,,,,852
6037131800,"Reseda, Los Angeles, CA",40613,0.0052,,31502,0.3778,34670,0.7907,,,,,0.1537,,0.2131,,0.7685,0.2863,39995,32678,,,,,1276
6037131900,"Van Nuys, Los Angeles, CA",38084,0.0185,,28233,0.328,40788,0.7013,,,,,0.1644,,0.1921,,0.7785,0.3074,36925,29236,,,,,946
6037132001,"Van Nuys, Los Angeles, CA",41445,0.015,,29919,0.4144,41253,0.7691,,,,,0.1815,,0.2194,,0.7629,0.3222,39795,30192,,,,,755
6037132002,"Van Nuys, Los Angeles, CA",48458,0.0025,,34860,0.4263,39500,0.7878,,,,,0.2456,,0.2804,,0.7944,0.251,47290,34207,,,,,777
6037132101,"Van Nuys, Los Angeles, CA",41670,0.0022,,31179,0.3592,39777,0.7669,,,,,0.1846,,0.1948,,0.7747,0.2313,42806,32311,,,,,945
6037132102,"Van Nuys, Los Angeles, CA",39257,0.0001,,29050,0.3693,40097,0.6936,,,,,0.1864,,0.2268,,0.7965,0.2447,38963,30360,,,,,1231
6037132300,"Reseda, Los Angeles, CA",41351,0.011,,29833,0.4056,38571,0.7358,,,,,0.1743,,0.2249,,0.7969,0.2476,41511,30474,,,,,1518
6037132501,"Reseda, Los Angeles, CA",38806,0.0175,,29396,0.3599,38373,0.7649,,,,,0.1553,,0.1886,,0.7898,0.2502,38104,29920,,,,,886
6037132502,"Reseda, Los Angeles, CA",43892,0.0024,,32331,0.3702,40768,0.7782,,,,,0.205,,0.2429,,0.8081,0.2639,43110,32983,,,,,865
6037132700,"Reseda, Los Angeles, CA",40303,0.0101,,29055,0.3883,42317,0.7184,,,,,0.2224,,0.1965,,0.8093,0.2171,41479,31648,,,,,1515
6037132900,"Tarzana, Los Angeles, CA",46615,0,,30956,0.4035,48230,0.6613,,,,,0.2804,,0.2534,,0.7974,0.2368,48137,31729,,,,,813
6037133000,"Reseda, Los Angeles, CA",42182,0.0072,,29439,0.404,39304,0.7427,,,,,0.201,,0.2188,,0.783,0.2768,43168,30985,,,,,1123
6037133100,"Tarzana, Los Angeles, CA",44888,0.0097,,31477,0.4162,41855,0.7173,,,,,0.2312,,0.2761,,0.8208,0.235,45082,31151,,,,,1127
6037134001,"Canoga Park, Los Angeles, CA",35928,0.0151,,26254,0.3681,36281,0.6981,,,,,0.1421,,0.154,,0.7953,0.2376,38176,28301,,,,,1105
6037134002,"Canoga Park, Los Angeles, CA",41415,0.0004,,31016,0.3803,39537,0.7314,,,,,0.2118,,0.2324,,0.7138,0.2514,41735,32180,,,,,990
6037134101,"Winnetka, Los Angeles, CA",47752,0.0002,,33868,0.4001,42284,0.7731,,,,,0.2557,,0.2888,,0.7984,0.2529,45486,33166,,,,,1222
6037134103,"Canoga Park, Los Angeles, CA",45310,0.0041,,31778,0.4561,38897,0.7723,,,,,0.2412,,0.2481,,0.8006,0.246,45081,31891,,,,,996
6037134104,"Winnetka, Los Angeles, CA",47272,0.0022,,33952,0.436,44903,0.7619,,,,,0.2575,,0.2815,,0.7566,0.2383,46161,33740,,,,,1311
6037134201,"Canoga Park, Los Angeles, CA",40822,0.0119,,29204,0.3985,40955,0.7495,,,,,0.1675,,0.2015,,0.8016,0.2863,43458,32492,,,,,1103
6037134302,"West Hills, Los Angeles, CA",50785,0.0042,,34248,0.4482,44874,0.7861,,,,,0.304,,0.2632,,0.7515,0.2601,48084,34435,,,,,852
6037134303,"Canoga Park, Los Angeles, CA",47318,0.007,,33579,0.4378,40823,0.7729,,,,,0.2498,,0.2757,,0.7782,0.2355,48535,33900,,,,,1060
6037134304,"Canoga Park, Los Angeles, CA",52645,0.0008,,34257,0.4972,46473,0.7672,,,,,0.2885,,0.2615,,0.7652,0.2319,51233,34411,,,,,653
6037134305,"Canoga Park, Los Angeles, CA",34484,0.0097,,26903,0.3551,33171,0.7371,,,,,0.109,,0.1307,,0.8282,0.2102,36418,28607,,,,,1448
6037134306,"Canoga Park, Los Angeles, CA",36575,0.0082,,26295,0.3425,39526,0.7161,,,,,0.1505,,0.1834,,0.7694,0.2325,38236,27654,,,,,919
6037134421,"West Hills, Los Angeles, CA",61489,0.0033,,41624,0.4981,47972,0.7992,,,,,0.4286,,0.4571,,0.6841,0.1705,58420,41547,,,,,974
6037134422,"West Hills, Los Angeles, CA",51015,0.0031,,34875,0.4637,45329,0.7377,,,,,0.3068,,0.3129,,0.7715,0.2586,48509,33527,,,,,1068
6037134423,"West Hills, Los Angeles, CA",53158,0.0095,,35546,0.4809,47359,0.7389,,,,,0.3489,,0.3336,,0.7339,0.2674,49907,33836,,,,,944
6037134424,"Canoga Park, Los Angeles, CA",65677,0.0029,,42319,0.496,52826,0.8139,,,,,0.4565,,0.4517,,0.7494,0.2034,65259,41982,,,,,799
6037134520,"Canoga Park, Los Angeles, CA",31444,0.012,,24345,0.2877,37097,0.6715,,,,,0.1163,,0.1606,,0.8084,0.2364,35104,27301,,,,,1738
6037134521,"Canoga Park, Los Angeles, CA",29656,0.0062,,22803,0.2974,30860,0.6759,,,,,0.048,,0.0911,,0.838,0.2622,32171,25370,,,,,974
6037134522,"Canoga Park, Los Angeles, CA",34014,0.003,,26186,0.3233,37556,0.7339,,,,,0.1271,,0.171,,0.7576,0.2776,34678,27294,,,,,1231
6037134710,"Canoga Park, Los Angeles, CA",33917,0.0097,,26483,0.3131,35633,0.6885,,,,,0.1126,,0.1633,,0.8211,0.2194,35076,28147,,,,,1704
6037134720,"Winnetka, Los Angeles, CA",40533,0.0032,,31216,0.3834,36391,0.7699,,,,,0.1837,,0.2378,,0.7997,0.2301,40820,31567,,,,,1165
6037134800,"Winnetka, Los Angeles, CA",38406,0.0057,,27858,0.3726,40069,0.6881,,,,,0.1757,,0.1897,,0.7912,0.2872,37865,28266,,,,,1481
6037134901,"Reseda, Los Angeles, CA",46061,0.0004,,32711,0.4376,46697,0.7354,,,,,0.2715,,0.2993,,0.7845,0.2792,44482,33019,,,,,617
6037134903,"Canoga Park, Los Angeles, CA",32621,0.0074,,25797,0.2773,36590,0.736,,,,,0.0958,,0.1625,,0.7353,0.1997,34121,27144,,,,,689
6037134904,"Canoga Park, Los Angeles, CA",40578,0.0054,,27975,0.4026,42931,0.7397,,,,,0.1928,,0.1821,,0.7654,0.2522,41215,28589,,,,,709
6037134905,"Woodland Hills, Los Angeles, CA",41877,0.0094,,31620,0.2569,54183,0.7575,,,,,0.3103,,0.2649,,0.6807,0.2554,38781,28559,,,,,461
6037135102,"West Hills, Los Angeles, CA",54351,0.015,,37035,0.4444,44739,0.7665,,,,,0.3302,,0.3579,,0.7394,0.2212,52384,37623,,,,,737
6037135111,"Woodland Hills, Los Angeles, CA",42899,0.0189,,31432,0.3545,41298,0.749,,,,,0.2508,,0.2473,,0.7671,0.223,39632,29763,,,,,683
6037135113,"Woodland Hills, Los Angeles, CA",45785,0.0146,,32967,0.3546,45196,0.7122,,,,,0.2635,,0.3121,,0.6536,0.1343,43955,31507,,,,,263
6037135114,"Woodland Hills, Los Angeles, CA",49006,0.0041,,34407,0.3755,43824,0.7409,,,,,0.2637,,0.3019,,0.6907,0.1015,50025,37271,,,,,418
6037135201,"West Hills, Los Angeles, CA",41709,0.0086,,32357,0.2892,41018,0.7134,,,,,0.2368,,0.2839,,0.798,0.2051,42986,33815,,,,,629
6037135202,"Canoga Park, Los Angeles, CA",49170,0.001,,33915,0.4551,45951,0.7406,,,,,0.2971,,0.3324,,0.7574,0.2201,50649,35326,,,,,1186
6037135203,"West Hills, Los Angeles, CA",53274,0.0028,,35949,0.444,45973,0.7611,,,,,0.3384,,0.3165,,0.7367,0.2181,50861,35147,,,,,1754
6037137103,"Woodland Hills, Los Angeles, CA",46305,0.0011,,34235,0.3572,48068,0.7159,,,,,0.2841,,0.3536,,0.7062,0.1232,48454,35624,,,,,684
6037137104,"Woodland Hills, Los Angeles, CA",55107,0.0003,,37715,0.4151,46912,0.7157,,,,,0.3546,,0.3789,,0.7783,0.2019,55403,39247,,,,,443
6037137201,"Woodland Hills, Los Angeles, CA",48910,0.0049,,34862,0.4216,43236,0.7487,,,,,0.302,,0.3321,,0.691,0.1425,47382,34754,,,,,905
6037137301,"Woodland Hills, Los Angeles, CA",57205,0.0061,,37742,0.4825,43431,0.7855,,,,,0.3721,,0.352,,0.7211,0.1758,54758,35632,,,,,557
6037137302,"Woodland Hills, Los Angeles, CA",60135,0.0013,,39702,0.4496,57084,0.7355,,,,,0.4187,,0.4405,,0.726,0.2,58092,39791,,,,,1005
6037137401,"Woodland Hills, Los Angeles, CA",49127,0.0121,,34985,0.3753,48368,0.7263,,,,,0.2998,,0.3488,,0.7208,0.2235,49949,36624,,,,,892
6037137402,"Woodland Hills, Los Angeles, CA",57765,0,,38164,0.4688,46293,0.7296,,,,,0.3938,,0.4181,,0.6668,0.1559,56150,38212,,,,,1103
6037137501,"Woodland Hills, Los Angeles, CA",54575,0.0003,,35480,0.4697,48499,0.6909,,,,,0.3531,,0.3667,,0.7072,0.1914,55760,36363,,,,,754
6037137502,"Woodland Hills, Los Angeles, CA",45386,0.001,,32393,0.3821,52431,0.6951,,,,,0.2618,,0.2558,,0.7336,0.214,43110,31077,,,,,688
6037137504,"Woodland Hills, Los Angeles, CA",58214,0,,40351,0.4119,57356,0.7562,,,,,0.4061,,0.414,,0.8135,0.2476,56922,42190,,,,,444
6037138000,"Woodland Hills, Los Angeles, CA",57464,0.0031,,39584,0.4751,46841,0.7337,,,,,0.4005,,0.4427,,0.7042,0.1961,54085,38809,,,,,828
6037139001,"Encino, Los Angeles, CA",48058,0.0072,,32439,0.4287,47782,0.6881,,,,,0.2897,,0.2998,,0.7478,0.2039,48347,32383,,,,,798
6037139200,"Encino, Los Angeles, CA",47832,0.003,,34401,0.4133,41311,0.7403,,,,,0.286,,0.3049,,0.784,0.1998,48162,34645,,,,,931
6037139301,"Tarzana, Los Angeles, CA",49213,0.0001,,34531,0.4094,43753,0.6992,,,,,0.3207,,0.3333,,0.7606,0.2549,46904,33856,,,,,901
6037139302,"Tarzana, Los Angeles, CA",40224,0.0045,,29699,0.3957,37620,0.689,,,,,0.196,,0.2502,,0.7557,0.1445,39475,29569,,,,,897
6037139303,"Tarzana, Los Angeles, CA",41813,0.0024,,30619,0.3774,36077,0.7134,,,,,0.1879,,0.2493,,0.7735,0.1934,41443,30974,,,,,894
6037139401,"Tarzana, Los Angeles, CA",40347,0.0033,,30125,0.3204,39487,0.7078,,,,,0.1942,,0.239,,0.7472,0.1884,42970,32468,,,,,620
6037139402,"Tarzana, Los Angeles, CA",57335,0.0059,,36666,0.4678,55598,0.6513,,,,,0.3844,,0.3809,,0.8028,0.2383,55315,35390,,,,,668
